,斯坦纳点名称,区域,子区域,x,y
530,IDM1233,GSO,industrial,595858.42,3994782.19
531,IDM1234,GSO,industrial,595898.89,3994822.57
532,IDM1235,GSO,industrial,595844.93,3994768.73
533,IDM1240,GSO,industrial,593815.46,3994862.5
534,IDM1241,GSO,industrial,593810.55,3994833.58
535,IDM1242,GSO,industrial,593826.92,3994929.97
536,IDM1292,GSO,industrial,592649.69,3987201.97
537,IDM1293,GSO,industrial,592668.17,3987225.43
538,IDM1296,GSO,industrial,591404.95,3995353.31
539,IDM1297,GSO,industrial,591361.31,3995404.96
540,IDM1306,GSO,industrial,597588.72,3995009.59
541,IDM1307,GSO,industrial,597573.02,3995044.7
542,IDM1310,GSO,industrial,591740.35,3995750.5
543,IDM1313,GSO,industrial,594235.96,3996993.1
544,IDM1314,GSO,industrial,594293.12,3997000.66
545,IDM1315,GSO,industrial,594331.23,3997005.7
546,IDM1317,GSO,industrial,592916.73,3997476.93
547,IDM1319,GSO,industrial,592919.61,3997515.89
548,IDM1320,GSO,industrial,593325.8,3994964.96
549,IDM1322,GSO,industrial,592907.21,3997348.02
550,IDM1323,GSO,industrial,592905.85,3997329.61
551,IDM1324,GSO,industrial,592911.29,3997403.27
552,IDM1332,GSO,industrial,590370.23,3995175.78
553,IDM1333,GSO,industrial,590369.96,3995137.64
554,IDM1334,GSO,industrial,590369.82,3995118.57
555,IDM1335,GSO,industrial,591000.56,3995667.54
556,IDM1336,GSO,industrial,590974.66,3995639.46
557,IDM1342,GSO,industrial,593634.88,3994865.84
558,IDM1344,GSO,industrial,593623.48,3994799.12
559,IDM1346,GSO,industrial,592913.47,3997113.52
560,IDM1354,GSO,industrial,597560.31,3995064.69
561,IDM1356,GSO,industrial,591843.42,3994798.17
562,IDM1365,GSO,industrial,595118.56,3995351.93
563,IDM1369,GSO,industrial,590830.53,3995382.81
564,IDM1378,GSO,industrial,591680.89,3996508.62
565,IDM1388,GSO,industrial,595185.98,3995524.5
566,IDM1402,GSO,industrial,591222.35,3995548.85
567,IDM1403,GSO,industrial,591214.0,3995560.9
568,IDM1405,GSO,industrial,592299.05,3997246.86
569,IDM1406,GSO,industrial,592254.34,3997284.28
570,IDM1407,GSO,industrial,593872.88,3997121.22
571,IDM1408,GSO,industrial,593920.34,3997122.93
572,IDM1409,GSO,industrial,593913.02,3997120.86
573,IDM1410,GSO,industrial,593903.3,3997034.29
574,IDM1412,GSO,industrial,593906.1,3997026.46
575,IDM1413,GSO,industrial,593882.8,3997106.28
576,IDM1414,GSO,industrial,593883.86,3997099.31
577,IDM1416,GSO,industrial,593886.0,3997085.36
578,IDM1421,GSO,industrial,593787.89,3997013.73
579,IDM1422,GSO,industrial,593783.5,3997003.21
580,IDM1426,GSO,industrial,593834.84,3997007.41
581,IDM1427,GSO,industrial,593826.55,3997001.68
582,IDM1428,GSO,industrial,593819.66,3997001.05
583,IDM1429,GSO,industrial,593812.78,3997000.43
584,IDM1430,GSO,industrial,593805.89,3996999.8
585,IDM1432,GSO,industrial,593819.25,3997029.18
586,IDM1434,GSO,industrial,593801.55,3997021.24
587,IDM1435,GSO,industrial,593792.69,3997017.27
588,IDM1436,GSO,industrial,593834.84,3997007.41
589,IDM1438,GSO,industrial,593817.4,3997077.98
590,IDM1439,GSO,industrial,593818.83,3997068.7
591,IDM1440,GSO,industrial,593822.0,3997061.09
592,IDM1441,GSO,industrial,593825.16,3997053.49
593,IDM1442,GSO,industrial,593816.37,3997111.41
594,IDM1443,GSO,industrial,593822.94,3997121.23
595,IDM1444,GSO,industrial,593815.45,3997103.98
596,IDM1446,GSO,industrial,593817.29,3997118.84
597,IDM1447,GSO,industrial,593828.33,3997045.88
598,IDM1448,GSO,industrial,593831.5,3997038.27
599,IDM1449,GSO,industrial,593835.07,3997016.38
600,IDM1450,GSO,industrial,593835.31,3997025.36
601,IDM1453,GSO,industrial,593997.71,3997184.43
602,IDM1454,GSO,industrial,593994.8,3997193.7
603,IDM1455,GSO,industrial,594000.62,3997175.16
604,IDM1457,GSO,industrial,593981.41,3997141.97
605,IDM1458,GSO,industrial,593955.08,3997133.59
606,IDM1459,GSO,industrial,594018.42,3997148.88
607,IDM1460,GSO,industrial,594017.36,3997128.68
608,IDM1461,GSO,industrial,594014.47,3997135.05
609,IDM1463,GSO,industrial,594025.77,3997107.5
610,IDM1464,GSO,industrial,594027.86,3997101.06
611,IDM1466,GSO,industrial,593874.42,3997202.83
612,IDM1467,GSO,industrial,593855.33,3997170.92
613,IDM1469,GSO,industrial,593838.5,3997171.61
614,IDM1470,GSO,industrial,593830.09,3997171.96
615,IDM1471,GSO,industrial,593857.73,3997233.24
616,IDM1472,GSO,industrial,593843.77,3997236.48
617,IDM1473,GSO,industrial,593835.04,3997237.02
618,IDM1474,GSO,industrial,593826.32,3997237.56
619,IDM1476,GSO,industrial,593808.86,3997238.35
620,IDM1477,GSO,industrial,593771.53,3997240.03
621,IDM1478,GSO,industrial,593752.47,3997240.89
622,IDM1480,GSO,industrial,593800.35,3997286.39
623,IDM1481,GSO,industrial,593800.39,3997295.92
624,IDM1482,GSO,industrial,593800.22,3997257.8
625,IDM1483,GSO,industrial,593800.26,3997267.33
626,IDM1512,GSO,industrial,594092.3,3997060.05
627,IDM1514,GSO,industrial,594077.59,3997053.65
628,IDM1517,GSO,industrial,594070.23,3997050.45
629,IDM1518,GSO,industrial,594046.57,3997051.52
630,IDM1519,GSO,industrial,594062.88,3997047.25
631,IDM1520,GSO,industrial,594027.79,3997063.68
632,IDM1522,GSO,industrial,594010.35,3997056.89
633,IDM1523,GSO,industrial,594001.62,3997053.5
634,IDM1526,GSO,industrial,594042.58,3997056.56
635,IDM1529,GSO,industrial,593967.53,3997056.59
636,IDM1530,GSO,industrial,593992.9,3997050.1
637,IDM1531,GSO,industrial,594030.51,3997091.88
638,IDM1534,GSO,industrial,593965.12,3997063.27
639,IDM1537,GSO,industrial,593972.08,3997048.18
640,IDM1540,GSO,industrial,593949.73,3997110.82
641,IDM1541,GSO,industrial,593952.37,3997102.27
642,IDM1543,GSO,industrial,593957.66,3997085.18
643,IDM1547,GSO,industrial,593962.71,3997069.95
644,IDM1548,GSO,industrial,593888.76,3997075.87
645,IDM1549,GSO,industrial,593891.51,3997066.37
646,IDM1550,GSO,industrial,593897.5,3997050.2
647,IDM1552,GSO,industrial,593900.5,3997042.12
648,IDM1558,GSO,industrial,595118.59,3995342.5
649,IDM1559,GSO,industrial,595118.53,3995361.36
650,IDM1560,GSO,industrial,595118.38,3995408.51
651,IDM1561,GSO,industrial,593228.72,3997878.6
652,IDM1562,GSO,industrial,593244.82,3997922.39
653,IDM1614,GSO,industrial,592986.81,3996816.36
654,IDM1616,GSO,industrial,592964.46,3996898.29
655,IDM1639,GSO,industrial,592906.51,3996974.5
656,IDM1640,GSO,industrial,592887.26,3996970.6
657,IDM1651,GSO,industrial,590985.82,3993611.27
658,IDM1652,GSO,industrial,591036.54,3993632.96
659,IDM1656,GSO,industrial,594008.9,3992457.37
660,IDM1659,GSO,industrial,592835.26,3992306.92
661,IDM1660,GSO,industrial,592758.58,3992327.56
662,IDM1667,GSO,industrial,597137.36,3994171.49
663,IDM1671,GSO,industrial,593327.87,3991878.6
664,IDM1672,GSO,industrial,593326.99,3991849.01
665,IDM1673,GSO,industrial,593326.7,3991839.15
666,IDM1679,GSO,industrial,597272.26,3993889.81
667,IDM1680,GSO,industrial,597248.62,3993907.25
668,IDM1685,GSO,industrial,594173.04,3994492.68
669,IDM1687,GSO,industrial,593079.03,3992309.32
670,IDM1688,GSO,industrial,593127.58,3992309.97
671,IDM1689,GSO,industrial,593049.9,3992308.93
672,IDM1699,GSO,industrial,594761.71,3991605.45
673,IDM1700,GSO,industrial,594731.52,3991586.64
674,IDM1701,GSO,industrial,594687.91,3991562.52
675,IDM1702,GSO,industrial,597147.59,3993945.76
676,IDM1703,GSO,industrial,597154.24,3993973.14
677,IDM1704,GSO,industrial,597156.11,3993979.32
678,IDM1705,GSO,industrial,597149.76,3993924.62
679,IDM1706,GSO,industrial,594953.99,3994324.6
680,IDM1714,GSO,industrial,595515.69,3990056.09
681,IDM1716,GSO,industrial,595546.4,3990007.61
682,IDM1721,GSO,industrial,593815.79,3992653.93
683,IDM1722,GSO,industrial,593812.26,3992691.38
684,IDM1725,GSO,industrial,591415.77,3993794.9
685,IDM1726,GSO,industrial,591380.35,3993779.79
686,IDM1727,GSO,industrial,596777.05,3994103.98
687,IDM1736,GSO,industrial,595090.75,3995551.7
688,IDM1737,GSO,industrial,591934.23,3996974.32
689,IDM1739,GSO,industrial,591957.46,3997002.41
690,IDM1740,GSO,industrial,596509.04,3996906.52
691,IDM1742,GSO,industrial,596481.44,3996879.48
692,IDM1743,GSO,industrial,596467.64,3996865.96
693,IDM1747,GSO,industrial,596631.01,3992882.42
694,IDM1749,GSO,industrial,595430.49,3990000.61
695,IDM1750,GSO,industrial,595451.67,3989993.13
696,IDM1751,GSO,industrial,595457.67,3990031.94
697,IDM1752,GSO,industrial,595417.72,3990004.8
698,IDM1757,GSO,industrial,596466.76,3993673.05
699,IDM1762,GSO,industrial,596449.29,3994105.6
700,IDM1763,GSO,industrial,596486.98,3994141.51
701,IDM1771,GSO,industrial,592806.49,3994277.89
702,IDM1772,GSO,industrial,592769.98,3994292.59
703,IDM1776,GSO,industrial,596425.2,3993626.98
704,IDM1777,GSO,industrial,596467.33,3993608.49
705,IDM1779,GSO,industrial,595771.65,3990608.87
706,IDM1781,GSO,industrial,595722.59,3990607.54
707,IDM1782,GSO,industrial,595747.4,3991368.21
708,IDM1784,GSO,industrial,595760.3,3991404.92
709,IDM1788,GSO,industrial,596941.88,3993128.09
710,IDM1789,GSO,industrial,596994.35,3993104.91
711,IDM1792,GSO,industrial,595584.98,3990901.63
712,IDM1802,GSO,industrial,595062.36,3993857.29
713,IDM1803,GSO,industrial,595032.34,3993862.11
714,IDM1804,GSO,industrial,593189.32,3992298.79
715,IDM1805,GSO,industrial,593159.46,3992308.9
716,IDM1813,GSO,industrial,597358.54,3992875.52
717,IDM1814,GSO,industrial,597366.58,3992893.35
718,IDM1815,GSO,industrial,591381.76,3993948.54
719,IDM1816,GSO,industrial,591335.2,3993949.21
720,IDM1817,GSO,industrial,592772.76,3992275.16
721,IDM1818,GSO,industrial,592776.74,3992248.3
722,IDM1819,GSO,industrial,592781.27,3992199.78
723,IDM1822,GSO,industrial,595554.27,3989935.92
724,IDM1823,GSO,industrial,595518.34,3989950.8
725,IDM1832,GSO,industrial,594183.06,3994487.24
726,IDM1838,GSO,industrial,594572.2,3993820.21
727,IDM1839,GSO,industrial,594554.22,3993825.78
728,IDM1840,GSO,industrial,592713.96,3996935.56
729,IDM1843,GSO,industrial,591967.06,3995563.25
730,IDM1844,GSO,industrial,592027.49,3995514.14
731,IDM1848,GSO,industrial,593368.86,3991988.47
732,IDM1853,GSO,industrial,593258.66,3992364.42
733,IDM1854,GSO,industrial,593252.11,3992344.83
734,IDM1855,GSO,industrial,594440.51,3990385.36
735,IDM1856,GSO,industrial,594411.86,3990429.22
736,IDM1866,GSO,industrial,594300.26,3993828.5
737,IDM1867,GSO,industrial,594327.77,3993859.07
738,IDM1868,GSO,industrial,592923.67,3992307.23
739,IDM1870,GSO,industrial,592894.39,3992306.96
740,IDM1885,GSO,industrial,594414.27,3991564.56
741,IDM1887,GSO,industrial,594367.62,3993587.18
742,IDM1888,GSO,industrial,594443.36,3993605.49
743,IDM1890,GSO,industrial,597390.99,3990137.31
744,IDM1891,GSO,industrial,597351.79,3990136.11
745,IDM1900,GSO,industrial,592231.54,3992650.08
746,IDM1903,GSO,industrial,594270.44,3993825.64
747,IDM1908,GSO,industrial,591481.51,3993899.64
748,IDM1909,GSO,industrial,591460.1,3993917.72
749,IDM1915,GSO,industrial,594031.63,3993422.45
750,IDM1916,GSO,industrial,594059.59,3993395.65
751,IDM1919,GSO,industrial,597205.93,3990143.8
752,IDM1920,GSO,industrial,597220.68,3990140.86
753,IDM1921,GSO,industrial,597148.22,3990156.91
754,IDM1936,GSO,industrial,597470.17,3992910.63
755,IDM1941,GSO,industrial,597443.99,3994014.84
756,IDM1942,GSO,industrial,597389.44,3994055.79
757,IDM1965,GSO,industrial,597440.16,3994150.22
758,IDM1966,GSO,industrial,597394.61,3994215.89
759,IDM1974,GSO,industrial,597433.15,3993912.76
760,IDM1975,GSO,industrial,597439.64,3993919.37
761,IDM1976,GSO,industrial,597410.57,3993892.89
762,IDM1994,GSO,industrial,597447.31,3994795.72
763,IDM2001,GSO,industrial,597478.36,3995160.5
764,IDM2002,GSO,industrial,597445.69,3995196.22
765,IDM2017,GSO,industrial,592345.95,3994146.0
766,IDM2018,GSO,industrial,592348.05,3994165.69
767,IDM2019,GSO,industrial,593804.73,3992237.35
768,IDM2020,GSO,industrial,593783.58,3992248.29
769,IDM2033,GSO,industrial,595830.57,3990859.35
770,IDM2042,GSO,industrial,597123.2,3990157.45
771,IDM2043,GSO,industrial,597047.29,3990143.48
772,IDM2047,GSO,industrial,592904.73,3992287.22
773,IDM2048,GSO,industrial,592874.68,3992306.95
774,IDM2087,GSO,industrial,590933.76,3993960.56
775,IDM2095,GSO,industrial,596357.15,3993843.62
776,IDM2096,GSO,industrial,596347.93,3993805.99
777,IDM2099,GSO,industrial,593318.07,3991534.53
778,IDM2100,GSO,industrial,593316.85,3991458.6
779,IDM2116,GSO,industrial,595235.11,3993422.48
780,IDM2117,GSO,industrial,595221.95,3993385.73
781,IDM2122,GSO,industrial,597578.62,3994558.32
782,IDM2123,GSO,industrial,597570.96,3994616.01
783,IDM2151,GSO,industrial,593829.49,3992014.71
784,IDM2156,GSO,industrial,595826.28,3991177.31
785,IDM2157,GSO,industrial,594954.76,3993736.38
786,IDM2158,GSO,industrial,594933.74,3993704.16
787,IDM2161,GSO,industrial,596367.9,3992700.17
788,IDM2162,GSO,industrial,596361.56,3992681.87
789,IDM2171,GSO,industrial,597689.14,3990287.22
790,IDM2211,GSO,industrial,595058.12,3993550.6
791,IDM2212,GSO,industrial,595124.34,3993553.56
792,IDM2213,GSO,industrial,592578.62,3994368.33
793,IDM2214,GSO,industrial,592507.08,3994378.89
794,IDM2223,GSO,industrial,592905.69,3992247.74
795,IDM2224,GSO,industrial,592918.84,3992181.91
796,IDM2227,GSO,industrial,595154.82,3991086.54
797,IDM2228,GSO,industrial,595125.59,3991007.9
798,IDM2242,GSO,industrial,595431.18,3993998.18
799,IDM2255,GSO,industrial,597141.22,3994066.88
800,IDM2256,GSO,industrial,597122.88,3994048.21
801,IDM2260,GSO,industrial,593930.3,3992451.36
802,IDM2261,GSO,industrial,593934.83,3992524.73
803,IDM2262,GSO,industrial,593930.98,3992441.43
804,IDM2268,GSO,industrial,596775.22,3990939.63
805,IDM2269,GSO,industrial,596790.55,3990861.28
806,IDM2274,GSO,industrial,595762.05,3989642.62
807,IDM2275,GSO,industrial,595779.99,3989661.37
808,IDM2276,GSO,industrial,595820.55,3989517.99
809,IDM2277,GSO,industrial,595812.54,3989517.23
810,IDM2279,GSO,industrial,595789.82,3989518.98
811,IDM2283,GSO,industrial,595717.68,3989580.47
812,IDM2284,GSO,industrial,595748.91,3989540.89
813,IDM2285,GSO,industrial,595728.99,3989565.32
814,IDM2288,GSO,industrial,593455.5,3987960.67
815,IDM2289,GSO,industrial,593447.53,3987958.29
816,IDM2290,GSO,industrial,593430.07,3987988.42
817,IDM2291,GSO,industrial,593471.47,3987991.03
818,IDM2294,GSO,industrial,595500.82,3989548.42
819,IDM2298,GSO,industrial,595520.34,3989545.85
820,IDM2299,GSO,industrial,595472.17,3989552.38
821,IDM2308,GSO,industrial,595153.04,3988845.28
822,IDM2310,GSO,industrial,595150.07,3988813.12
823,IDM2313,GSO,industrial,595494.89,3989645.17
824,IDM2319,GSO,industrial,595502.51,3989640.02
825,IDM2323,GSO,industrial,594961.58,3989747.29
826,IDM2324,GSO,industrial,594923.1,3989737.94
827,IDM2326,GSO,industrial,594951.96,3989744.95
828,IDM2328,GSO,industrial,595156.95,3989252.72
829,IDM2329,GSO,industrial,595130.27,3989182.13
830,IDM2330,GSO,industrial,595733.45,3989618.01
831,IDM2331,GSO,industrial,595725.91,3989611.89
832,IDM2333,GSO,industrial,595706.37,3989595.61
833,IDM2334,GSO,industrial,595693.73,3989581.72
834,IDM2335,GSO,industrial,595710.83,3989599.66
835,IDM2336,GSO,industrial,592916.63,3987584.4
836,IDM2337,GSO,industrial,592892.87,3987559.34
837,IDM2341,GSO,industrial,596646.89,3994216.81
838,IDM2343,GSO,industrial,596684.71,3994225.76
839,IDM2351,GSO,industrial,594200.66,3991263.12
840,IDM2353,GSO,industrial,595123.35,3994025.35
841,IDM2354,GSO,industrial,595142.48,3994059.72
842,IDM2361,GSO,industrial,595832.17,3990593.05
843,IDM2362,GSO,industrial,595870.36,3990546.95
844,IDM2369,GSO,industrial,597479.43,3994671.57
845,IDM2370,GSO,industrial,597517.29,3994634.97
846,IDM2371,GSO,industrial,597480.38,3994716.96
847,IDM2372,GSO,industrial,593614.6,3992611.39
848,IDM2373,GSO,industrial,593659.7,3992592.23
849,IDM2374,GSO,industrial,596338.08,3994146.68
850,IDM2375,GSO,industrial,596356.88,3994150.9
851,IDM2396,GSO,industrial,595416.04,3989629.48
852,IDM2397,GSO,industrial,595418.45,3989639.01
853,IDM2398,GSO,industrial,595427.98,3989660.88
854,IDM2405,GSO,industrial,595530.1,3989544.57
855,IDM2407,GSO,industrial,595549.62,3989542.0
856,IDM2414,GSO,industrial,595785.97,3989667.62
857,IDM2415,GSO,industrial,595803.9,3989683.44
858,IDM2417,GSO,industrial,593647.48,3988547.87
859,IDM2418,GSO,industrial,593672.81,3988492.56
860,IDM2419,GSO,industrial,595569.14,3989539.43
861,IDM2420,GSO,industrial,595559.38,3989540.71
862,IDM2422,GSO,industrial,595604.32,3989533.8
863,IDM2423,GSO,industrial,595595.85,3989535.25
864,IDM2428,GSO,industrial,594832.81,3988694.66
865,IDM2429,GSO,industrial,594831.56,3988710.95
866,IDM2430,GSO,industrial,596645.75,3989760.91
867,IDM2431,GSO,industrial,596609.91,3989734.23
868,IDM2432,GSO,industrial,596548.32,3989692.18
869,IDM2442,GSO,industrial,597342.35,3993911.37
870,IDM2443,GSO,industrial,597401.72,3993888.94
871,IDM2455,GSO,industrial,593552.52,3991281.26
872,IDM2456,GSO,industrial,593562.61,3991337.84
873,IDM2465,GSO,industrial,590792.91,3993657.08
874,IDM2471,GSO,industrial,595418.01,3989711.29
875,IDM2472,GSO,industrial,595411.87,3989715.66
876,IDM2474,GSO,industrial,595365.88,3989728.05
877,IDM2475,GSO,industrial,595405.72,3989720.02
878,IDM2476,GSO,industrial,595347.89,3989728.44
879,IDM2477,GSO,industrial,595356.89,3989728.25
880,IDM2478,GSO,industrial,595372.81,3989727.49
881,IDM2481,GSO,industrial,595790.35,3989602.97
882,IDM2483,GSO,industrial,595780.99,3989610.18
883,IDM2486,GSO,industrial,595768.53,3989623.28
884,IDM2490,GSO,industrial,595309.9,3989684.46
885,IDM2491,GSO,industrial,595300.24,3989654.36
886,IDM2492,GSO,industrial,595275.61,3989582.14
887,IDM2493,GSO,industrial,595287.96,3989618.44
888,IDM2494,GSO,industrial,595281.78,3989600.29
889,IDM2500,GSO,industrial,595475.7,3989312.64
890,IDM2501,GSO,industrial,595489.16,3989310.01
891,IDM2504,GSO,industrial,595675.58,3989528.13
892,IDM2505,GSO,industrial,595658.71,3989537.75
893,IDM2506,GSO,industrial,595667.41,3989537.56
894,IDM2507,GSO,industrial,595673.99,3989500.4
895,IDM2508,GSO,industrial,595674.52,3989509.64
896,IDM2510,GSO,industrial,595416.11,3989620.82
897,IDM2511,GSO,industrial,595421.24,3989592.73
898,IDM2513,GSO,industrial,595417.99,3989602.56
899,IDM2517,GSO,industrial,595098.61,3989084.45
900,IDM2518,GSO,industrial,595108.61,3989116.46
901,IDM2537,GSO,industrial,593139.48,3992650.77
902,IDM2538,GSO,industrial,593139.75,3992621.57
903,IDM2539,GSO,industrial,596609.07,3994207.87
904,IDM2541,GSO,industrial,596646.89,3994216.81
905,IDM2559,GSO,industrial,595480.49,3989653.9
906,IDM2560,GSO,industrial,595466.09,3989662.62
907,IDM2569,GSO,industrial,595427.89,3989581.25
908,IDM2570,GSO,industrial,595452.04,3989559.86
909,IDM2571,GSO,industrial,595431.68,3989576.72
910,IDM2572,GSO,industrial,595435.47,3989572.19
911,IDM2573,GSO,industrial,595463.21,3989554.69
912,IDM2578,GSO,industrial,593415.54,3988518.02
913,IDM2579,GSO,industrial,593410.14,3988505.09
914,IDM2581,GSO,industrial,593396.63,3988474.67
915,IDM2582,GSO,industrial,593391.57,3988463.74
916,IDM2585,GSO,industrial,594730.71,3988827.98
917,IDM2586,GSO,industrial,594762.3,3988833.17
918,IDM2587,GSO,industrial,594730.76,3988818.75
919,IDM2588,GSO,industrial,594779.78,3988816.89
920,IDM2591,GSO,industrial,595109.33,3989231.01
921,IDM2592,GSO,industrial,595114.51,3989313.04
922,IDM2601,GSO,industrial,597608.45,3990498.71
923,IDM2603,GSO,industrial,596173.73,3991547.95
924,IDM2604,GSO,industrial,596208.41,3991547.77
925,IDM2669,GSO,industrial,593264.68,3989285.08
926,IDM2671,GSO,industrial,595577.16,3989564.83
927,IDM2674,GSO,industrial,595579.71,3989551.87
928,IDM2678,GSO,industrial,595287.96,3989618.44
929,IDM2691,GSO,industrial,595552.94,3990806.21
930,IDM2734,GSO,industrial,595679.19,3989552.16
931,IDM2736,GSO,industrial,594813.73,3988817.92
932,IDM2737,GSO,industrial,594828.38,3988796.0
933,IDM2765,GSO,industrial,595672.93,3989481.91
934,IDM2775,GSO,industrial,594837.29,3988686.94
935,IDM2776,GSO,industrial,594863.4,3988634.73
936,IDM2784,GSO,industrial,595769.75,3989525.75
937,IDM2797,GSO,industrial,593791.31,3988458.79
938,IDM2798,GSO,industrial,593856.86,3988451.2
939,IDM2801,GSO,industrial,592976.97,3988157.82
940,IDM2802,GSO,industrial,593045.95,3988199.02
941,IDM2803,GSO,industrial,595263.25,3989545.84
942,IDM2804,GSO,industrial,595257.75,3989529.69
943,IDM2805,GSO,industrial,595240.68,3989481.07
944,IDM2824,GSO,industrial,593380.76,3988053.16
945,IDM2825,GSO,industrial,593387.28,3988036.2
946,IDM2833,GSO,industrial,594793.83,3988649.86
947,IDM2834,GSO,industrial,594815.08,3988651.53
948,IDM2839,GSO,industrial,595478.78,3989871.2
949,IDM2857,GSO,industrial,595096.19,3989411.57
950,IDM2858,GSO,industrial,595084.64,3989362.94
951,RDM0,GSO,rural,622947.5,4016590.71
952,RDM1,GSO,rural,622964.76,4016622.65
953,RDM2,GSO,rural,622987.02,4016663.75
